"Saya Dan keluarga datang kapan sekitar pkl 23.00,sebelumnya sudah ditanya Dan dijawab masih bisa menerima pesanan,setelah kita ada tiga group orang yg dtg,.yg buat saya heran,kelompok yg dtg sesudah kami pesanannya dtg lebih dulu,walaupun lama juga sekitar 1/2 jam,sedangkan kami sampai 1 jam pun blm dtg. Pas ditanya jawabannya,sudah dibuat,tinggal ditoping.kita tunggu 15 menit,ditanya lg.dijawab,arangnya habis,msh di pembakaran.sekitar 15."	negative
"Pelayanan kurang aktif dan tidak ramah serta kurang dapat menjelaskan menu makanan yang ada, sehingga tamu merasa tidak diacuhkan dan didiamkan saja."	negative
"sebetulnya restoran ini memiliki makanan yang cukup enak.tetapi sayang pelayanannya buruk.jumlah pelayan yang cuma 2 orang (2 orang itu sudah include kasir ! ) membuat mereka terlihat kewalahan dan melayanai dengan tidak maksimal.penyajian makanan yang dipesan juga mengecewakan. baru kali ini saya mengalami sop buntut bakar disajikan langsung dengan sambal langsung dicampur, alhasil anak saya yang tadinya mau makan tidak."	negative
"Tadi Saya pesan chicken katsu plus kentang goreng. Tp alangkah sayang ternyata alat makan (sendok dan garpu plastik tipis) yg diberikan bahkan tidak sanggup menusuk kentang goreng. Coba dipikir apalagi untuk menusuk chicken katsu. Patah deh alat makannya, trus gimana saya makannya? Sesulit itukah untuk menyediakan alat makan yg sesuai? Atau mungkin kalo ada menu steak dikasih pisau plastik lagi."	negative
"Saya melipir ke Ayam Goreng Raos karena terdesak oleh hujan deras, sebelumnya belum pernah mampir ke sini. Nasi ayam bakar dengan tahu tempe dan es teh manis Rp 25.000,00. Agak mahal euy. Cukup enak sih, tapi nggak ada yang spesial baik dari rasa, bumbu, atau cara penyajian. Pantes sepi :("	negative
"Tadi siang sy mampir bersama keluarga utk makan siang di d'cost BIP & memesan makanan beserta 1 (satu) gelas es kelapa. Namun beberapa saat kemudian yg datang adalah 2 (dua) gelas es kelapa. Saya protes ke pelayan dan bilang saya hanya memesan 1 (gelas) saja, namun beberapa saat kemudian yg menerima order bersikeras bahwa saya memberikan 2 buah kartu es."	negative
"Seafood beraneka macam , boleh coba gurame goreng garing dan cumi telor asin, hanya saja meskipun harga kaki lima tapi rasa agak kurang enak dan makanan bukan fresh seafood"	negative
"Untuk khas dari resto ini menurut saya tidak ada , porsinya kecil dan rasanya biasa saja. Jangan datang saat jam makan , ramainya bisa seperti pasar. Terakhir kami datang berempat pesan kakap asam manis, fu yung hai , tahu tempe dan sayuran. Tidak ada yang istimewa"	negative
"Entah pas saya ke sini atau kalo yg lain gimana, tapi waktu itu saya pesen kepiting asem manis, cumi tepung , kerang bambu saus tiram kok dingin ya, mana enak makan seafood udah dingin gitu. padahal taste nya menurut saya enak dgn harga yg lumayan terjangkau"	negative
"Saya datang pada hari jum'at tanggal 28/11/2014 , saya beserta rombongan tidak mendapatkan service yang baik , karena waiter tidak mengulang pesanan yang kami pesan , sehingga terjadi kesalah pahaman dalam pemesanan . dan kami harus membayar dengan jumlah yang mahal. belum semua pesanan kami datang , kami diharuskan membayar bill yang diberikan waiter. untuk menu yang kami pesan."	negative
"Sudah setahun setelah terakhir bandung akhirnya saya makan d' cost lg. d' cost adalah tempat makan favorit saya krn masakannya enak, bersih dan harganya murah. Tapi setelah makan di d' cost BIP kemarin, yg saya dapati adalah menu2 yg ""tidak ada"" atau ""habis"". Akhirnya saya dan keluarga hanya makan udang, tom yum dan sayur. Rasanya jauh dari enak. Tomyumnya tidak."	negative
"rasanya sih kok harga kaki lima dan rasanya ya ga jauh dari situ ya. Tempatnya aja sih bentuknya restoran, kalo soal rasa. ya gitulah."	negative
"Kali ini kamarnya bagus tp sayang signal wifi tdk sampai dlm kamar dan suara tv nya yg berbayang , semoga diperbaiki lg ya."	negative
"Saya waktu itu lyat banner menu baru dari hokben, namanya hot chicken steak Karena sudah malam jadi memutuskan untuk takeaway, dan disuruh nunggu katanya 15 menit tapi lammaaa malah maw setengah jam Fyi, paket ini terdiri dari nasi, hot chicken, sayuran, ocha dan miso soup Ternyata pas sampe rumah kok miso soupnya ga ada? apakah klo takeaway jadi ga dapet."	negative
Pilihan menunya banyak. Masakannya biasa saja rasanya. Kwetiau gorengnya kurang enak dan banyak minyak. Porsi kailan cah sapinya sedikit untuk harga segitu.	negative
Saya tadinya penasaran dengan tempat ini karena di tempatnya banyak sekali foto2 kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan d tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras. Jadi aneh bagi saya tempat ini bisa sebegitu terkenalnya	negative
Batagor riri memang hadir sejak dulu. Bahkan dari harga per potongnya 250 rupiah pun saya pernah rasa. Sayangnya makin lama batagor riri makin tenggelam dibanding competitor sejenis. Memang lebih baik cari opsi lain jika ingin membawa oleh - oleh keluarga karena its not worth for value.	negative
"Batagor Atau Baso Tahu Goreng merupakan Kudapan yang diyakini khas Bandung.Namun ternyata merasakan Batagor langsung di Kota Bandung tidak Istimewa sama sekali. Batagor Riri yang digadang - gadang sebagai salah satu Topnya Batagor Bandung ternyata rasanya Biasa saja, Bumbu Kacangnya kental dan cenderung manis. Konsep Kedainya dimodel seperti restoran cepat saji dan pelayanan yang diberikan sangat minimalis."	negative
"Saya makan di Paskal Hypersquare. Saya order sate kambing campur. To be honest, taste nya disaster. Plus harga nya (Rp 55,000/porsi) cukup over price. Kecewa berat dan gak akan repeat."	negative
Pesan pasta dengan saus putih tapi sausnya kurang kental dan kurang rasa. Kalau pastanya sih dimasaknya pas tidak terlalu lunak cuma rasa sausnya kurang enak. Salmonnya juga bumbunya tidak enak. Sangat mengecewakan.	negative
"Pada hari sabtu saya mengajak tamu saya dr media Jakarta 4 orang, dengan ekspektasi bahwa ini adalah tempat minum kopi terbaik di Bandung (rekomendasi dari orang2). Ternyata pelayanannya kurang baik. Kami memaklumi waktu pelayanan yang terbilang lama dikarenakan sedang rush hour, akan tetapi tanggapan waiter yang bernama angga yang membuat kami kecewa."	negative
Ini kunjungan pertama kami me Noah's barn dago. Sebelumnya kami repeater do Noah's barn cibeureum. Karna kami sangka dsini suasana lbh bagus Dan menu lbh banyak.tp saya terkejut dgn sikap pelayan yg tidak ramah. Kami akn duduk d sofa luar atas suggest pelayan wanita.tp pelayan pria tdk mengizinkan dgn alasan malas membersihkan.	negative
"Nasgor cukup enak, tp ada baiknya tdk tll basah berminyak . Tenderloin, welldone tp saat dicocok garpu, msh ada rembesan darah . Suasana cukup nyaman, toilet perlu perhatian kebersihan, tisue berserak dsb. Parkir saat penuh, krg pas penawaran Valet nya, kl pd akh ada overcharge dr tarif seharusnya."	negative
Senin 25 juli 2016 makan siang bersama teman. Begitu duduk lsg dusajikan menu makanan apa adanya. Cuma 3 macam menu dan tidak ada lalapan labu siam. Sdh minta bbrp tambahan menu sama sekali ga respon. Akhirnya sy hanya makan ala kadarnya yg tentu ga ada nafsu sm sekali.	negative
"bandung suki restoran ini sudah tak enak lagi. beda sejak pertama buka , tamu berjubel harus tunggu , kebagian meja, sekrang kosong melompong , makananan rasa nya sudah tak enak lagiiiii, saya tidak kepaksa tak kesini ."	negative
"Entah knp rasanya jd kurang, saus tiram terlalu over rasany, saus padang jg agak aneh, yg enak cmn gurame saus bali nya.kangkung polos ga brasa, yg terasi cmn rasa terasi.kerang2 kosong.waiter tdk responsif, susah dipanggil.es campur kosong. Kecewa sama kunjungan terakhir ini pdhl sblmny dtang ke sini enak."	negative
"Kami melihat beberapa review dari guest comment setelah muter2 tibalah kami di PARIT SEAFOOD. pesan ini itu sudah pada habis kecuali kepiting, udang, ikan kerapu dan cumi. kami pesanlah udang goreng tepung, dan cumi saos padang berikut ikan kerapu di buat tomyam Kebersihan bad very.very dirty dan tiba lah menu udang + cumi agak telat sekali staff nya karena hampir."	negative
"Ketika saya training di Bandung, acara makan malam bersama diadakan di caf ini. Dari lokasinya sangat strategis karena berada di jalan Dago, dekat dengan Simpang Dago. Layout dan suasana cafenya juga OK. Tapi makanannya tidak enak. Makanan yang saya pesan tidak saya habiskan sehingga pulang dari caf ini, saya masih kelaparan"	negative
"Sempat menjadi favorit namun hilang begitu saja. Makananya begitu tawar, steak tidak lagi menggoda seperti dulu. Ternyata kokinya pindah ke FCL, jadi jika ingin menikmati steak enak ala Suis sebaiknya di FCL saja"	negative
"Suis Butcher adalah favorit saya selama lebih dari 10 tahun menemani. Akhir Januari lalu kami kembali mencoba dengan menu favorit saya chicken kiev dan sirloin steak. Saya dan mama saya makan berasa sangat hambar, sehingga kami menanyakan pada pelayan mengapa rasanya tidak se enak dulu. Ternyata Suis telah memindahkan chef di Setiabudhi ke FCL, kontan saya juga pindah jadi langganan. Lanjutan"	negative
Dulu waktu saya kecil suka berenang di sini sambil makan cemilan. Cemilan yang paling saya suka itu bitterballen dan chicken drumsticknya. Bitterballennya rasanya masih sama tapi chicken drumsticknya rasanya sudah menurun jauh. Sup krim ayamnya juga kurang enak. Cukup kecewa secara overall.	negative
Sate goreng ditawarkn sebagai spesiality oleh pelayan. Ternyata hanya 2 potong iga sapi dengan sedikit sekali daging. Lebih banyak lemak dan urat. Yang lainnya masih ok.	negative
"Beberapa kali mengunjungi mall ini, kesannya mall ini membingungkan dan mahal. Petunjuk di dalam mall juga kurang, dan jalurnya terlalu banyak. Barang-barang branded bisa ditemukan disini, dengan harga yang sesuai dengan brandnya. Untuk kulinernya juga termasuk mahal, dan variasinya kurang banyak. Tapi boleh lah kalau cuma untuk berjalan-jalan."	negative
"Nama mall kurang sesuai dengan kenyataan. hanya restaurant saja dan beberapa mahal harga-nya, kalau tidak ada CGV Blitz mungkin makin sepi aja mall ini. Ke sana hanya untuk makan burger saja, yang lain mahal. bisa bisa 100ribu habis untuk makan malam saja untuk 1 orang"	negative
"Sesuai rekomendasi, saya mencoba shinmen ramen special dan rasanya menurut saya sangat biasa saja dan kurang cocok di lidah"	negative
"Saya suka interior design dan live music Menu makanan high class dengan harga mahalnya tapi rasa tak lezat,,,,,ga suka dengan bumbu masakannya"	negative
"Kalau makanan kembali lagi ke selera masing2. Menurut pendapat saya rasa bakso ini biasa saja, tidak ada yang spesial. Saya pikir mengunakan mie telor tapi ternyata menggunakan mie tipis yang biasa untuk mie ayam. Saya dan suami pesan mie yamin dan rasanya terlalu manis bagi kami bahkan setelah ditambahi sambal banyak sekalipun rasa manisnya masih dominan. Untuk pangsit gorengnya dijual. Lanjutan"	negative
"Saya memesan iga bakar, setelah datang ternyata dagingnya masih dingin, seperti baru keluar dari freezer. Setelah memanggil waiternya untuk minta ganti ternyata mereka hanya memanaskannya dengan microwave. Sungguh mengecewakan."	negative
"Makanan ga ada yg bs dipesen, kopi jg ga ada. pesen onion ring dikasih calamari, chicken katsu tipis bgt plus nasi 35 rb ga worth bgt. bawaannya pgn marah. sori ga bakal balik lg."	negative
Mesen nasgor pete tapi pete nya gak ada terus bumbu nasinya hambar plus kerupuk aci nya melempem.Mesen cireng rasanya asin.Mesen sate ayam pedas banget.Mesen tahu kriuk rasanya pahit.	negative
"Cafe yg sudah tua, dgn buku menu yg SANGAT usang bahkan ada 2 lembar menu saya yg hilang pd saat dikasih ( lalu waitress nya carikan buku yg lain lg, namun ada yg hilang dgn halaman yg berbeda ) Cafe sangat gelap, live music terlalu kenceng , saking kencengnya waitress salah dengar berkalikali ( pertama sy menu A yg dtg. Lanjutan"	negative
"Pertama x coba kesini bareng keluarga,duduk gak dikasih menu. Lalu menu minta dan menunya udah hancur bgt lepas2 gitu buku menunya. Keadaan meja n kursi agak kotor n gak terawat. Waktu lg liat menu,waiternya (cowo) bilang: agak cepet ya pesennya. Di atas ada yg booking puluhan orang!!! Gak sopan bgt very bad attitude. Akhirnya cm psan minuman n kita lgsg. Lanjutan"	negative
"Rumah makan ini sudah agak lama perlu direnov, meja kotor dan furniture sudah tidak terawat. Untuk ayam goreng terlalu berminyak , meskipun sambal cukup banyak dari sambal mangga, terasi , kecap dan sambal hiaju tapi suasana kurang mendukung"	negative
"Untuk soal rasa, disini memang tidak ada masalah, enak, bervariasi, dan harga terjangkau. Namun pelanannya yang sangat mengecewakan. Saya memesan 3 ikan mas dan beberapa makanan lainnya, pelayan yang mencatat saat itu tidak mengatakan apa-apa. Namun, setelah menunggu selama hampir 1 jam, baru minuman saja yang datang, makanan yang kami pesan, tidak ada satu pun yang datang. Lalu, seorang pelayan. Lanjutan"	negative
"Bingung deh, selalu aja ga bisa ikutan nongkrong karena emang rame bangeeet Yasudahlah yaaahhhh kayanya emang lebih enak aku drive thru aja Berhubung di dago posisinya sumpah ini mcd paling rame. Baca : RAMEH !"	negative
"Kami sekeluarga ke tempat ini krn hari sdh larut malam dan tdk ada resto lain yg buka. Ternyata jam 10 malam pun tempat ini masih macet, parkir penuh dan tempat duduk di dalam resto penuh. Petugas yg tampak kelelahan melayani dengan masam. Ampun. Akhirnya makanan kami bawa ke hotel."	negative
Kangkung cah hotplate dan udang kipasnya enak sekali. Fuyunghai juga patut dicoba. Sayang restorannya kotor. Lihat kecoa kecil di dekat piring2 sayur bersih yang dipakai utk menyajikan makanan. Dan ada kecoa kecil juga di tempat duduknya. Berharap kebersihan tempat diperbaiki karena rasa sudah pas di lidah orang bandung.	negative
ga asik makan di sini. wifi lemot. makanan juga biasa banget. harga mahal.	negative
"Penyajian makanan dan minuman terlalu lama.makanan sudah habis tapi minuman belum keluar aja, sampe harus menunggu lama."	negative
"Positif: - Atmosfir dengan kursi dan meja dengan kayu berkualitas Negatif: - Menu makanan banyak yang tidak tersedia - Harga tidak value for money - Pelayanan kurang memuaskan - Nasi Liwet yang tidak standar, order 2 kuali (yang satu asin standar, yang satu asin banget)"	negative
"Waktu liat menu ga ada harga udh curiga pasti mahal. Makanannya lumayan, service biasa. Harga selangit tapi restorannya biasa banget, ga sesuai. Banyak lalat lagi. Saya dan keluarga makan di restaurant2 yg jauh lbh nyaman di ciwalk, dago atau pvj aja ga semahal itu. G bakalan balik lagi ke mandarin restaurant. Sangat tidak disarankan makan di sini!"	negative
"Tertarik masuk restoran ini karena ramai, interiornya yang seperti menonjolkan suasana rumah jaman doeloe, dan buku menu yang menawarkan menu dengan harga pas di kantong. Setelah saya memesan ternyata kesan pas di kantong menjadi berubah. Menu ikan kembung yang lebih murah ternyata tanpa nasi. Untuk menu satu piring ikan kembung ala rumahan (beserta lauk lain pelengkapnya) dan segelas teh tarik,. Lanjutan"	negative
"Kunjungan: Sabtu siang 30 Agustus 2014. Suasana resto ini pada awalnya menarik karena dibuat retro dengan pajangan aneka barang tempo doeloe. Menilik daftar makanan yang khas Pasundan, kami pun ( 9 orang ) masuk. Resto sangat ramai di Sabtu siang itu. Pesanan lama, bahkan satu dua menu tercecer sehingga terlambat sampai satu jam sejak pesanan diterima.kami melihat ada pengunjung lain. Lanjutan"	negative
Awal datang semua berjalan baik.tapi ketika tau ternyata semua ruangan smoking area.karna kita membawa anak balita maka kita memilih ruangan didepan dengan pertimbangan kesehatan.lalu order taker datang dan kita mulai order.semua makanan datang dengan cepat.lalu setelah itu masalah datang setelah makanan kita semua habis minuman yang kita order tidak ada yang keluar.sedangkan orang2 yang baru datang langsung mendapatkannya.1.2.3 kali kita. Lanjutan	negative
"Minumnya lama sampai 30 menit lebih, Setelah sampai semua minumannya terlalu manis,amat sangat tidak menyarankan"	negative
"Sebenarnya EATBOSS Hegarmanah, karena tidak ada jadi diwakili, first impression is elegant, design dan tema dan suasana yang cozy dan keren cocok buat family dan tempat hangout, makanannya juga sesuai harga untuk kalangan mahasiswa, tapi butuh waktu Setengah jam untuk diberikan sendok garpu setelah makanan datang, pikir saja jika makan tanpa sendok garpu, sekalian saja ke warteg, biar ambil sendiri. Lanjutan"	negative
Makanan OK. Parkiran susah bener sampe muter 3x. SARAN : parkir di Braga Hotel saja trus jalan kaki. RESTAURANT di area perumahan.	negative
Pedassssss.tpi enakkk. Kerupuk pangsit nya favorit. Klo kesana dan blom pernah coba mending kasih tau dlu jgn terlAlu pedas. Bakpao nya lumayan	negative
"Pada bilang disini pastanya enak. Tapi setelah coba, dari 2 minuman dan 2 makanan, yang rasanya bener cuma 1 minuman. Pasta cream saucenya biasa aja dan kurang berasa. Thai tea nya aneh, pasta panggangnya ga jelas rasanya. Hanya kemakan 2 suap."	negative
Kami makan di sini untuk pertama kali dan kami memilih untuk duduk di lesehan. Terus terang kami merasa sangat tidak nyaman karena ada kucing2 yang berkeliaran dan parahnya kucing tsb bisa sampai meloncat naik ke atas meja!! Pelayannya sudah dikasih tau tapi hanya mengusir scra biasa saja dan hal tsb mengakibatkan kucing tsb kembali lagi.!! Seharusnya mereka menjaga dan membawa kucing itu.	negative
"Lokasi dekat dengan Jendela Alam, dan kami memutuskan untuk makan setelah dari jendela alam, saat kami datang terlihat dari luar, kondisi restoran sangat gelap dan sepi, tetapi untuk bisa memesan tempat lesehan di dekat sawah perlu waiting list. jadi kami memutuskan makan di dekat danau yang terletak lebih ke dalam, dan ada parit2 kecil yang benar2 tidak terawat, air yang. Lanjutan"	negative
Pergi bersama keluarga makan malam Harganya mahal dengan rasa yg biasa saja Suasana ok tp gk special sekali	negative
"Makanan nya biasa aja. Ya harga bs di bilang relatif. Mendekati mahal. Saya berdua sama istri cm pesan 2 nasi putih, mie tet-tek, 2 bandrek, 2 aqua, kroket lengket, udang goreng tepung, kena 150k. Di tambah pajak ppn & service 50k. Total yg kami habis kan 200.001. Sawah nya pun biasa menurut saya."	negative
"Sebagai pelanggan lama, kami kembali datang setelah sekian lama untuk menikmati steak yg yg terkenal murah meriah. Seperti biasa saya pesan tenderloin favorit . Tetapi banyak yg berubah selain harga jg ukuran steak yg kecil sekali dengan salad berupa wortel, jagung, dan kacang polong yg amat sedikit mungkin cm sesendok makan, dengan pelayan yg sangat tidak tanggap dan tidak sopan. Saya amat kecewa."	negative
"Setiap kali saya pergi ke Bandung, Suis Butcher is a must place to visit karena mereka memiliki the best and the most delicious steak (named Entre Cote). Sayang di kunjungan terakhir sudah tidak ada lagi dan yang lebih mengecewakan saat itu di menu masih tertulis dan pelayannya tidak menginfokan bahkan menghidangkan steak lainnya tanpa seizin saya. Sebagai ""penggila"" entre cote. Lanjutan"	negative
"Makanan lumayan, saya order spring roll agak oily, harga maincourse cukup mahal. Bangunan unik tapi lokasi tidak terlalu bagus sehingga tempat nya selalu terlihat sepi.Saat order sebaiknya menyampaikannya lebih jelas,, sebab yang terjadi pada kami, kami order 2 item tapi menerima 3 item. Waiters sangat ramah, tapi attitude kasirnya sedikit aneh. Mungkin saya tidak akan kembali lagi. Akan mencari Restoran. Lanjutan"	negative
"Nasgor thailand di harga 35rb, polos hanya ada suir ayam sedikit, dan rasa seafood gitu. Seafoodnya ga ada :("	negative
"Ketika itu saya datang pukul 11.00wib dan harus mengantre untuk dapat masuk (waiting list). Memang sedang peak season, yaitu liburan akhir tahun. Setelah mengisi daftar tunggu, saya pergi ke resto depan dan kembali satu jam kemudian. Pas sekali nama saya sudah dipanggil untuk giliran masuk, saya memesan area kolam -yang menjadi ciri khas tempat ini. Staff harus menyetting ulang meja. Lanjutan"	negative
"Sehabis dari Tebing Keraton, saya dan bersama peserta trip memutuskan untuk makan siang di Boemi Joglo. Kami memesan nasi liwet dengan porsi untuk 8 orang, nasi liwet baru dihidangkan setelah menunggu 1 jam lebih. Itu pun kami harus menunggu lagi sendok, garpu dan piring. Terlihat sekali, crew restoran kewalahan saat pengunjung ramai."	negative
"Padanan ayam dan keju cair cukup enak, krn memberi rasa kenyang, untuk hot chicken wings cukup enak. Untuk pesta ulang tahun anak cukup luas dan open air"	negative
"Saya penasaran dgn RF yang Baru buka di Depok, Saya kesana minggu lalu dengan teman2 saya Saya mencari tempat di Lantai atas sedangkan teman2 saya sedang memesan, Sekitar jam 12an saya menunggu teman2 saya di atas sendirian dan mereka baru naik sekitar jam stgh 1 lewat, Kebayang dong seberapa lamanya cuma untuk memesan makanan yg hanya 4 porsi. Memang restoran. Lanjutan"	negative
saya penasaran ingin mengunjungi tempat ini karena ada kuliner pedas tapi ala resto. richeese factory sudah banyak buka cabang d bandung. namun sepertinya saya belum menemukan beda resto fast food ini dengan fast food yang lain. kecuali menu pedasnya itu. tapi sayangnya tidak begitu memuaskan. karena pedasnya terasa pahit dan panas. tidak ada cita rasa lain. mungkin lain kali saya. Lanjutan	negative
"kami makan malam di ulang tahun anggota keluarga.dari sekeluarga,memang cuma saya saja yang muntaber dari jam 10 malam sampai jam 3 subuh,tetapi dugaan saya ,dapat keracunan atau kuman dari menu tim ikan kakap.sebaiknya pihak restoran perlu sering periksa kesegaran bahan seafood mentah."	negative
"Aku datang jam 12 malam di hari jumat. Pokatiam buka sampai jam 1 khusus hari jumat-sabtu. Aku order 2 nasi campur. Yg 1 pakai nasi putih, yg 1 nasi hainam. Ok, aku kecewa, ternyata nasi campurnya biasa aja. Ga spesial. Dengan harga 46ribu, cuma dikasih irisan2 daging. Yg mana daging babinya cuma sedikit, gak ada sate nya."	negative
"Kita datang ber-5 dan berharap dapat 1 meja dapat 3 stove, tetapi hanya ada 1, Jadi kita harus antri untuk bakar semua daging yang kita mau. Rib eye nya terlalu banyak tulang jadi tidak dapat dimakan. Pilihan sambal dan kuah terbatas. Akhirnya kita banyak makan steamboat"	negative
"restoran All You Can Eat ini sudah bertahan cukup lama.disini yang menjadi favorit saya adalah Thai Thea dan Dagingnya yang enak.siap-siap kekenyangan karena banyak pilihan makanan disini.hanya terutama di cabang Mall Istana Plaza pelayanan sering buruk dan mengecewakan.asap juga cukup mengganggu di dalam.overall review saya adalah rasa makanan enak dan baik, tetapi sangat perlu banyak perbaikan dalam pelayanan."	negative
Saya order jam 1pm order 2 main course dan 2 minuman. Makanan yg 1 sudah datang. 20 mnt dan makanan saya 40 menit baru datang. Akhirnya saya cancel makanan saya. sungguh kecewa makan disini. Pelayanan yg jelek.	negative
"Solaria dimana mana standarlah tp baru kali ini saya mengalami kejadian aneh, ketika memesan gordon bleu ayamnya gosong ketika dikomplain gosong kata pelayannya diluarnya aja yg begitu pak didalamnya enggak krn kesal saya bilang ini makanan kamu harus ganti dan sy tdk mau yg gosong begini saya disini bayar bukan gratisan finally baru diganti . sudah seharusnya customer dilayani dengan. Lanjutan"	negative
"untuk restoran ini bisa dikatakan cepat saji. hampir disetiap mall , area wisata dan rest area ada. makananya variatif , banyak pilihan dan rasa lumayan. tetapi yg saya kecewa oleh resto ini penyajiannya yang lama. entah kita pesan minum saja pun lama disajikannya."	negative
"Nunggu 60 menit untuk nasi wagyu dan nasi sosis,dibilangnya sudah sold out setelah 60 menit menunggu. Ga ada staff yang peduli untuk menginfokan ke kami. DEFINITELY WOULD NOT COME BACK!"	negative
